_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
37575,20515,914723,remembering mountains: unheard songs by karen dalton,various artists,2015,remembering mountains: unheard songs by karen dalton,various/various,2015
37578,21486,967341,when you walk a long distance you are tired,mothers,2016,when you walk a long distance you are tired,mothers/mothers,2016
37611,11073,203412,the message uni versa,g&d,2007,the message uni versa,g&d/g&d,2007
38181,8327,64424,the best of 1990-2000,u2,2002,the best of 1990-2000,u2/u2,2002
38318,20151,793219,late night endless,sherwood & pinch,2015,late night endless,adrian sherwood/adrian sherwood/pinch (2)/pinch (2),2015
38334,17400,492202,black prince fury,anna meredith,2012,black prince fury,anna meredith/anna meredith,2012
38442,15025,288052,the heart of the nightlife,kisses,2010,the heart of the nightlife,kisses/kisses,2010
38551,22562,1087015,goodbye terrible youth,american wrestlers,2016,goodbye terrible youth,american wrestlers/american wrestlers,2016
38667,6744,494345,you are (variations),steve reich,2005,you are (variations),steve reich/steve reich,2005
38812,21804,993168,egyptian lover 1983-1988,egyptian lover,2016,egyptian lover 1983-1988,egyptian lover/egyptian lover,2016
38840,9718,60665,exodus into unheard rhythms,oh no,2006,exodus into unheard rhythms,oh no/oh no,2006
38935,1195,48575,the very heart of the world,burning star core,2005,the very heart of the world,burning star core/burning star core,2005
39267,8876,26821,the boy and the tree,susumu yokota,2002,the boy and the tree,susumu yokota/susumu yokota,2002
39803,7481,106512,on the outside,starsailor,2005,on the outside,starsailor/starsailor,2005
40221,7337,85838,mi sei apparso come un fantasma,songs: ohia,2001,mi sei apparso come un fantasma,songs: ohia/songs: ohia,2001
40254,20325,807689,a readymade ceremony,flicia atkinson,2015,a readymade ceremony,félicia atkinson/félicia atkinson,2015
40365,5543,147594,take your skin off,mindflayer,2003,take your skin off,mindflayer/mindflayer,2003
40377,21319,1057379,but you caint use my phone,erykah badu,2015,but you caint use my phone,erykah badu/erykah badu,2016
40483,1826,5642,the ape of naples,coil,2005,the ape of naples,coil/coil,2005
40486,946,4861,the noise made by people,broadcast,2000,the noise made by people,broadcast/broadcast,2000
41595,19532,720152,tied to a star,j mascis,2014,tied to a star,j mascis,2014
41637,10329,90735,the narcotic story,oxbow,2007,the narcotic story,oxbow,2007
41764,12815,337338,mt. st. helens vietnam band,mt. st. helens vietnam band,2009,mt. st. helens vietnam band,mt. st. helens vietnam band,2010
41809,12218,248820,fajar di atas awan,suarasama,1998/2008,fajar di atas awan,suarasama,2008
41831,17148,889602,food & liquor ii: the great american rap album pt. 1,lupe fiasco,2012,food & liquor ii: the great american rap album pt. 1,lupe fiasco,2012
42208,1550,76017,the olatunji concert: the last live recording,john coltrane,2001,the olatunji concert: the last live recording,john coltrane,2001
42265,839,2141,the campfire headphase,boards of canada,2005,the campfire headphase,boards of canada,2005
42353,10103,46586,life in cartoon motion,mika,2007,life in cartoon motion,mika (8),2007
42597,8149,43389,the seven autumn flowers,trembling blue stars,2005,the seven autumn flowers,trembling blue stars,2004
42598,5667,108803,into the woods,malcolm middleton,2005,into the woods,malcolm middleton,2005
42666,21455,943917,not to disappear,daughter,2016,not to disappear,daughter (2),2016
42852,20307,809463,eat pray thug,heems,2015,eat pray thug,heems,2015
43152,3750,1118702,what passed between us,tami hart,2002,what passed between us,tami hart,2002
43153,18436,902502,law and order,jonathan rado,2013,law and order,jonathan rado,2013
43263,17321,491759,the bears for lunch,guided by voices,2012,the bears for lunch,guided by voices,2012
43350,1286,171567,not the tremblin' kind,laura cantrell,,not the tremblin' kind,laura cantrell,2000
43373,6410,38105,a million in prizes: the anthology,iggy pop,2005,a million in prizes: the anthology,iggy pop,2005
43415,1562,68244,comets on fire,comets on fire,2003,comets on fire,comets on fire,2001
43499,2718,3825,asleep in the back,elbow,2002,asleep in the back,elbow,2002
43502,4025,17483,speak for yourself,imogen heap,2005,speak for yourself,imogen heap,2005
43503,2509,188892,the dirty south,drive-by truckers,2004,the dirty south,drive-by truckers,2004
43504,14276,274985,destroyer of the void,blitzen trapper,2010,destroyer of the void,blitzen trapper,2010
43505,12895,799588,a positive rage,the hold steady,2009,a positive rage,the hold steady,2009
43506,20199,801259,archive series volume no. 1,iron & wine,2015,archive series volume no. 1,iron and wine,2015
43581,8796,15020,are you a dreamer?,denison witmer,2005,are you a dreamer?,denison witmer,2005
43582,9087,113231,el perro del mar,el perro del mar,2006,el perro del mar,el perro del mar,2005
43617,6794,118483,united by fate,rival schools,2001,united by fate,rival schools,2001
43799,15731,540595,leave no trace,fool's gold,2011,leave no trace,fool's gold,2011
43883,6754,96499,seven more minutes,the rentals,,seven more minutes,the rentals,1999
44587,3151,64875,the for carnation,the for carnation,2000,the for carnation,the for carnation,2000
44602,19031,655482,small town heroes,hurray for the riff raff,2014,small town heroes,hurray for the riff raff,2014
44834,639,35582,the life pursuit,belle and sebastian,2006,the life pursuit,belle & sebastian,2006
44912,7681,32803,everything and nothing,david sylvian,2000,everything and nothing,david sylvian,2000
45450,11949,182412,we were enchanted,roommate,2008,we were enchanted,roommate/roommate,2008
45614,8074,13155,can our love...,tindersticks,2001,can our love...,tindersticks/tindersticks,2001
45617,4061,26352,the remote part,idlewild,2002,the remote part,idlewild/idlewild,2002
45686,4210,94821,the eleventh hour,jars of clay,2002,the eleventh hour,jars of clay/jars of clay,2002
45693,8719,128405,house of binary,the wisdom of harry,,house of binary,wisdom of harry/wisdom of harry,2000
45696,10680,150558,the historical conquests of josh ritter,josh ritter,2007,the historical conquests of josh ritter,josh ritter/josh ritter,2007
45702,2280,186356,too late to die young,departure lounge,2002,too late to die young,departure lounge (2)/departure lounge (2),2002
45820,19843,734411,this is all yours,alt-j,2014,this is all yours,alt-j/alt-j,2014
46156,14467,142304,beyond the valley of ultrahits,richard youngs,2010,beyond the valley of ultrahits,richard youngs/richard youngs,2009
46251,3314,424164,let it die,feist,2004,let it die,feist/feist,2004
46331,13026,411294,when i see the sun always shines on tv,nadja,2009,when i see the sun always shines on tv,nadja (5)/nadja (5),2009
46406,7722,5129,ghosts of the great highway,sun kil moon,2003,ghosts of the great highway,sun kil moon/sun kil moon,2003
46410,9958,5129,ghosts of the great highway,sun kil moon,2003/2007,ghosts of the great highway,sun kil moon/sun kil moon,2003
46411,5716,60327,the embassy tapes,nation of ulysses,,the embassy tapes,the nation of ulysses/the nation of ulysses,2000
46704,18717,636778,good mood fool,luke temple,2013,good mood fool,luke temple/luke temple,2013
47041,12779,151246,song of the pearl,arbouretum,2009,song of the pearl,arbouretum/arbouretum,2009
47045,20974,930266,into the air,cold beat,2015,into the air,cold beat/cold beat,2015
47247,303,20802,our shadows will remain,joseph arthur,2004,our shadows will remain,joseph arthur/joseph arthur,2005
47339,7721,425464,"broken spirit, i will mend your wings",soft canyon,2003,"broken spirit, i will mend your wings",soft canyon/soft canyon,2003
47362,13173,176824,legends of benin,various artists,2009,legends of benin,various/various,2009
47363,6050,34611,comfort of strangers,beth orton,2006,comfort of strangers,beth orton/beth orton,2006
47511,3480,133917,that striped sunlight sound,the go-betweens,2006,that striped sunlight sound,the go-betweens/the go-betweens,2005
47588,16449,436063,milo goes to compton,colleen green,2012,milo goes to compton,colleen green/colleen green,2011
47761,10822,375356,randall of nazareth,randall of nazareth,2007,randall of nazareth,randall of nazareth/randall of nazareth,2007
47795,5146,52156,our constant concern,mates of state,2002,our constant concern,mates of state/mates of state,2002
47824,18474,594530,tales of us,goldfrapp,2013,tales of us,goldfrapp/goldfrapp,2013
47982,2896,889032,don't postpone joy,egg,2003,don't postpone joy,egg/egg,2003
48063,14220,247976,here's to taking it easy,phosphorescent,2010,here's to taking it easy,phosphorescent/phosphorescent,2010
48788,6088,58591,no more wig for ohio,odd nosdam,2003,no more wig for ohio,odd nosdam/odd nosdam,2003
48797,17483,493890,the paranormal soul,legowelt,2012,the paranormal soul,legowelt/legowelt,2012
48985,18914,1057151,after the disco,broken bells,2014,after the disco,broken bells (2)/broken bells (2),2014
48994,6563,270132,love in the fascist brothel,the plot to blow up the eiffel tower,2005,love in the fascist brothel,the plot to blow up the eiffel tower/the plot to blow up the eiffel tower,2005
49396,21321,922111,a head full of dreams,coldplay,2015,a head full of dreams,coldplay/coldplay,2015
49498,329,422664,relationship of command,at the drive-in,2004,relationship of command,at the drive-in/at the drive-in,2000
49665,7774,60548,the repulsion box,sons and daughters,2005,the repulsion box,sons and daughters/sons and daughters,2005
49710,12404,444037,nature's got away,karl blau,2008,nature's got away,karl blau/karl blau,2008
49756,14849,487587,golden week for the poco poco beat,the suzan,2010,golden week for the poco poco beat,the suzan/the suzan,2010
49827,10207,71427,spiderman of the rings,dan deacon,2007,spiderman of the rings,dan deacon/dan deacon,2007
49828,19050,664260,no mythologies to follow,m,2014,no mythologies to follow,mø/mø,2014
49938,6649,43274,the new song and dance,radio 4,2000,the new song and dance,radio 4/radio 4,2000
50252,11179,35194,"hold on now, youngster...",los campesinos!,2008,"hold on now, youngster...",los campesinos!/los campesinos!,2008
50253,9192,71105,bring me the workhorse,my brightest diamond,2006,bring me the workhorse,my brightest diamond/my brightest diamond,2006
50254,7848,87055,hello young lovers,sparks,2006,hello young lovers,sparks/sparks,2006
50260,256,145022,the discovery of a world inside the moone,the apples in stereo,2000,the discovery of a world inside the moone,the apples in stereo/the apples in stereo,2000
50334,9236,188628,another fine day,golden smog,2006,another fine day,golden smog/golden smog,2006
50335,8589,207853,the secondman's middle stand,mike watt,2004,the secondman's middle stand,mike watt/mike watt,2004
50370,15067,517110,100 records volume ii: i miss the jams,sonny smith,2011,100 records volume ii: i miss the jams,sonny smith/sonny smith,2010
50507,9253,758441,"en garde, society!",eugene mirman,2006,"en garde, society!",eugene mirman/eugene mirman,2006
50523,19513,825579,tell me i belong,jim-e stack,2014,tell me i belong,jim-e stack/jim-e stack,2014
50698,921,1110977,history that has no effect,tyondai braxton,2002,history that has no effect,tyondai braxton/tyondai braxton,2002
50707,3569,179762,bullet in a bible,green day,2005,bullet in a bible,green day/green day,2005
50716,637,2697,push barman to open old wounds,belle and sebastian,2005,push barman to open old wounds,belle & sebastian/belle & sebastian,2005
50778,18378,586743,loud city song,julia holter,2013,loud city song,julia holter/julia holter,2013
50804,1243,35909,heron king blues,califone,2004,heron king blues,califone/califone,2004
50930,4659,307940,is a woman,lambchop,2002,is a woman,lambchop/lambchop,2002
50976,4441,478,the power to believe,king crimson,2003,the power to believe,king crimson/king crimson,2003
51031,4319,280404,this is the way it goes and goes and goes,juno,,this is the way it goes and goes and goes,juno (8)/juno (8),1999
51051,9916,4212,all of a sudden i miss everyone,explosions in the sky,2007,all of a sudden i miss everyone,explosions in the sky/explosions in the sky,2007
51056,1044,5306,humpty dumpty lsd,butthole surfers,2002,humpty dumpty lsd,butthole surfers/butthole surfers,2002
51139,3700,552513,love what you do,hackensaw boys,2005,love what you do,the hackensaw boys/the hackensaw boys,2006
51181,11083,86755,i'll be lightning,liam finn,2008,i'll be lightning,liam finn/liam finn,2007
51189,11271,525946,i shall exterminate everything around me that restricts me from being the master,electric six,2007,i shall exterminate everything around me that restricts me from being the master,electric six/electric six,2007
51219,9928,366057,love of diagrams ep,love of diagrams,2007,love of diagrams ep,love of diagrams/love of diagrams,2007
51266,20193,807099,teaspoon to the ocean,jib kidder,2015,teaspoon to the ocean,jib kidder/jib kidder,2015
51269,20993,895397,faith in the future,craig finn,2015,faith in the future,craig finn/craig finn,2015
51702,19075,669865,here and nowhere else,cloud nothings,2014,here and nowhere else,cloud nothings/cloud nothings,2014
51706,10203,211420,imagine our love,lavender diamond,2007,imagine our love,lavender diamond/lavender diamond,2007
51707,10556,240881,when the deer wore blue,figurines,2007,when the deer wore blue,figurines/figurines,2007
51877,16212,420917,america give up,howler,2012,america give up,howler (2)/howler (2),2012
51879,6386,271294,from a compound eye,robert pollard,2006,from a compound eye,robert pollard/robert pollard,2006
51965,5225,549016,lost in revelry,the mendoza line,2002,lost in revelry,the mendoza line/the mendoza line,2002
52381,18368,603612,razed to the ground,pinkish black,2013,razed to the ground,pinkish black/pinkish black,2013
52494,20930,893792,over and even,joan shelley,2015,over and even,joan shelley/joan shelley,2015
52495,10022,217165,from here we go sublime,the field,2007,from here we go sublime,the field/the field,2007
