_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
56573,14302,289598,a memory is better than nothing,television personalities,2010,a memory is better than nothing,television personalities/television personalities,2010
56595,13081,55541,the camel's back,psapp,2008,the camel's back,psapp/psapp,2008
56887,12869,51121,born like this,doom,2009,born like this,mf doom/mf doom,2009
56932,3014,124439,your love means everything,faultline,2002,your love means everything,faultline/faultline,2002
56965,8973,76047,"hazel eyes, i will lead you",josephine foster,2005,"hazel eyes, i will lead you",josephine foster/josephine foster,2005
57141,2563,311205,the people of and their verses,despistado,2005,the people of and their verses,despistado/despistado,2005
57234,21421,930513,from my mind to yours,richie hawtin,2015,from my mind to yours,richie hawtin/richie hawtin,2015
57252,8657,109836,drill a hole in that substrate and tell me what you see,jim white,2004,drill a hole in that substrate and tell me what you see,jim white/jim white,2004
57309,5251,84323,from death to passwords where you're a paper aeroplane,metamatics,2002,from death to passwords where you're a paper aeroplane,metamatics/metamatics,2002
57590,4181,70328,the hear after,j-live,2005,the hear after,j-live/j-live,2005
57877,17735,542772,laid out ep,shlohmo,2013,laid out ep,shlohmo/shlohmo,2013
57913,420,91131,dreams of water themes,adventure time,2003,dreams of water themes,adventure time/adventure time,2003
57929,16704,499087,embracing the lightless depths,aldebaran,2012,embracing the lightless depths,aldebaran (2)/aldebaran (2),2012
58006,7846,286531,soft and loud,philip samartzis,2001/2005,soft and loud,philip samartzis/philip samartzis,2004
58168,17839,541734,pretend to be brave,boat,2013,pretend to be brave,boat/boat,2013
58220,4722,77500,all the king's men,the legendary pink dots,2002,all the king's men,the legendary pink dots/the legendary pink dots,2002
58279,21108,912613,garden of delete,oneohtrix point never,2015,garden of delete,oneohtrix point never/oneohtrix point never,2015
58916,7718,262335,logic will break your heart,the stills,2003,logic will break your heart,the stills/the stills,2003
59871,9519,238198,a raga for peter walker,"james blackshaw, jack rose, peter walker, sharron kraus, shawn david mcmillen",2006,a raga for peter walker,various/various,2006
60044,201,20612,asleep many years in the wood,the anomoanon,2003,asleep many years in the wood,the anomoanon/the anomoanon,2002
60210,10210,206383,cult cargo: grand bahama goombay,various artists,2007,cult cargo: grand bahama goombay,various/various,2007
60243,4345,349335,telescopic eyes glance the future sick,john wilkes booze,2005,telescopic eyes glance the future sick,john wilkes booze/john wilkes booze,2005
60245,20709,850548,moonbuilding 2703 ad,the orb,2015,moonbuilding 2703 ad,the orb/the orb,2015
60259,10806,600831,guns babes lemonade,muscles,2007,guns babes lemonade,muscles/muscles,2007
60468,14137,241715,it all falls apart,the sight below,2010,it all falls apart,the sight below/the sight below,2010
60629,2643,142902,waterloo to anywhere,dirty pretty things,2006,waterloo to anywhere,dirty pretty things/dirty pretty things,2006
60645,13525,186877,born again revisited,times new viking,2009,born again revisited,times new viking/times new viking,2009
60652,3659,222936,for the season,the gris gris,2005,for the season,the gris gris/the gris gris,2005
60654,21270,909104,my name is,doug hream blunt,2015,my name is,doug hream blunt/doug hream blunt,2015
61047,10187,160995,there's no home,jana hunter,2007,there's no home,jana hunter/jana hunter,2007
61162,4403,157788,fuck fight fail,kepler,2000,fuck fight fail,kepler/kepler,2000
61197,5171,555857,the departing of a dream,loren connors,2002,the departing of a dream,loren mazzacane connors/loren mazzacane connors,2002
61230,5648,118728,the magic numbers,the magic numbers,2005,the magic numbers,the magic numbers/the magic numbers,2005
61318,4265,148864,so much staying alive and lovelessness,joan of arc,2003,so much staying alive and lovelessness,joan of arc/joan of arc,2003
61319,12012,377171,the greatest story ever told,david banner,2008,the greatest story ever told,david banner/david banner,2008
61452,14505,330717,moses on a snail,robert pollard,2010,moses on a snail,robert pollard/robert pollard,2010
61453,18256,581125,andy and his grandmother,andy kaufman,2013,andy and his grandmother,andy kaufman/andy kaufman,2013
61716,19821,747407,way out weather,steve gunn,2014,way out weather,steve gunn,2014
61820,4028,44277,coming on strong,hot chip,2005,coming on strong,hot chip,2004
61821,14156,265808,all days are nights: songs for lulu,rufus wainwright,2010,all days are nights: songs for lulu,rufus wainwright,2010
61877,13880,384542,it was easy,title tracks,2010,it was easy,title tracks,2010
62007,21306,930072,the ties that bind: the river collection,bruce springsteen,1980/2015,the ties that bind: the river collection,bruce springsteen,2015
62415,11686,163840,the best of,radiohead,2008,the best of,motörhead,2000
62919,17414,494197,quarter turns over a living line,raime,2012,quarter turns over a living line,raime,2012
62926,2380,139547,here to there,dj spinna,2002,here to there,dj spinna,2002
63179,19596,724711,lost in alphaville,the rentals,2014,lost in alphaville,the rentals,2014
63180,8640,157965,hope and adams,wheat,1999,hope and adams,wheat,1999
63210,11992,137772,fortress round my heart,ida maria,2008,fortress round my heart,ida maria,2008
63246,13107,303552,born on flag day,deer tick,2009,born on flag day,deer tick,2009
63259,19598,727495,"musik, die schwer zu twerk",electric wrms,2014,"musik, die schwer zu twerk",electric würms,2014
63284,19617,729329,clearing the path to ascend,yob,2014,clearing the path to ascend,yob,2014
63335,12492,223610,the finally lp,mark kozelek,2008,the finally lp,mark kozelek,2008
63694,21718,1005966,the dream is over,pup,2016,the dream is over,pup (3),2016
63714,4222,25866,rainy day music,the jayhawks,2003,rainy day music,the jayhawks,2003
63715,47,52790,the king of nothing hill,barry adamson,2002,the king of nothing hill,barry adamson,2002
63832,21639,967221,god don't never change: the songs of blind willie johnson,various artists,2016,god don't never change: the songs of blind willie johnson,various,2016
63942,18984,650092,you're gonna miss it all,modern baseball,2014,you're gonna miss it all,modern baseball,2014
64377,22076,1002367,biologia animale e vegetale,egisto macchi,1978/2016,biologia animale e vegetale,egisto macchi,2016
64454,15970,379852,a very she & him christmas,she & him,2011,a very she & him christmas,she & him,2011
64459,5098,60308,run come save me,roots manuva,2001,run come save me,roots manuva,2001
64595,2640,273580,other people's lives,ray davies,2006,other people's lives,ray davies,2006
64597,22499,1065707,remember us to life,regina spektor,2016,remember us to life,regina spektor,2016
64617,7890,102526,eternal sunshine of the spotless mind,various artists,2004,eternal sunshine of the spotless mind,various,2004
64666,4559,123913,holy roller novocaine,kings of leon,2003,holy roller novocaine,kings of leon,2003
64734,5186,50687,the difference between me and you is that i'm not on fire,mclusky,2004,the difference between me and you is that i'm not on fire,mclusky,2004
64760,7017,66971,i suck on that emotion,scene creamers,2003,i suck on that emotion,scene creamers,2003
64761,14365,254740,bang goes the knighthood,the divine comedy,2010,bang goes the knighthood,the divine comedy,2010
64768,6752,57821,around the sun,r.e.m.,2004,around the sun,r.e.m.,2004
64773,2770,1096442,scream the sound,emerald down,2001,scream the sound,the emerald down,2001
64776,5673,100550,africa unite: the singles collection,bob marley & the wailers,2005,africa unite: the singles collection,bob marley & the wailers,2005
65257,10308,413668,family trees or: cope we must,sean na na,2007,family trees or: cope we must,sean na na/sean na na,2006
65525,12425,53955,sound sculptures volume 1,theo parrish,2008,sound sculptures volume 1,theo parrish/theo parrish,2007
65542,9732,252394,the manhattan love suicides,the manhattan love suicides,2006,the manhattan love suicides,the manhattan love suicides/the manhattan love suicides,2007
65902,17048,472230,look to the sky,james iha,2012,look to the sky,james iha/james iha,2012
65905,17056,476281,meat and bone,the jon spencer blues explosion,2012,meat and bone,the jon spencer blues explosion/the jon spencer blues explosion,2012
66349,6922,110605,too much guitar,reigning sound,2004,too much guitar,reigning sound/reigning sound,2004
66350,5971,153719,la sirena de pecera,old time relijun,2000,la sirena de pecera,old time relijun/old time relijun,2000
66351,5713,156791,the blackened air,nina nastasia,2002,the blackened air,nina nastasia/nina nastasia,2002
66516,8005,101159,abductions and reconstructions,thievery corporation,,abductions and reconstructions,thievery corporation/thievery corporation,1999
66517,5650,195671,shock of being,make believe,2005,shock of being,make believe/make believe,2005
66520,3672,133089,great lake swimmers,great lake swimmers,2005,great lake swimmers,great lake swimmers/great lake swimmers,2003
66571,8634,278833,besterberg: the best of paul westerberg,paul westerberg,2005,besterberg: the best of paul westerberg,paul westerberg/paul westerberg,2005
66725,5709,789200,the lost tapes,nas,2002,the lost tapes,nas/nas,2001
66735,16238,408943,six cups of rebel,lindstrm,2012,six cups of rebel,lindstrøm/lindstrøm,2012
66849,302,20782,come to where i'm from,joseph arthur,,come to where i'm from,joseph arthur/joseph arthur,2000
66852,15430,896713,the january ep,here we go magic,2011,the january ep,here we go magic/here we go magic,2011
66853,4144,122410,in the clear,ivy,2005,in the clear,ivy/ivy,2005
67139,2685,595849,back to me,kathleen edwards,2005,back to me,kathleen edwards/kathleen edwards,2005
67431,22659,1112120,all of them naturals,uranium club,2016,all of them naturals,the minneapolis uranium club/the minneapolis uranium club,2016
67613,16203,407951,pop ambient 2012,various artists,2012,pop ambient 2012,various/various,2012
67679,17927,559208,rites of separation,agrimonia,2013,rites of separation,agrimonia/agrimonia,2013
67717,9399,78313,pieces of the people we love,the rapture,2006,pieces of the people we love,the rapture/the rapture,2007
68036,14245,268975,the people's record,club 8,2010,the people's record,club 8/club 8,2010
68037,9820,113247,some loud thunder,clap your hands say yeah,2007,some loud thunder,clap your hands say yeah/clap your hands say yeah,2007
68040,7651,393538,last night becomes this morning,swearing at motorists,2006,last night becomes this morning,swearing at motorists/swearing at motorists,2006
68050,608,20188,to the 5 boroughs,beastie boys,2004,to the 5 boroughs,beastie boys/beastie boys,2004
68055,9162,293888,how we operate,gomez,2006,how we operate,gomez/gomez,2006
68152,14055,221607,in the court of the wrestling let's,let's wrestle,2010,in the court of the wrestling let's,let's wrestle/let's wrestle,2009
68185,7319,58550,selling live water,sole,2003,selling live water,sole/sole,2003
68212,5827,28587,receive the flame,non,2000,receive the flame,non/non,1999
68347,15828,373341,again into eyes,s.c.u.m.,2011,again into eyes,s.c.u.m/s.c.u.m,2011
68397,545,271384,call and response,bangs,2002,call and response,the bangs/the bangs,2002
68474,11182,207704,glory hope mountain,the acorn,2008,glory hope mountain,the acorn/the acorn,2007
68905,11594,122426,we started nothing,the ting tings,2008,we started nothing,the ting tings/the ting tings,2008
68908,19080,668019,out among the stars,johnny cash,2014,out among the stars,johnny cash/johnny cash,2014
69070,15406,321538,what did you expect from the vaccines?,the vaccines,2011,what did you expect from the vaccines?,the vaccines/the vaccines,2011
69246,8004,10180,the mirror conspiracy,thievery corporation,,the mirror conspiracy,thievery corporation/thievery corporation,2000
69563,11928,251725,ice cream spiritual,ponytail,2008,ice cream spiritual,ponytail/ponytail,2008
69613,5495,58245,under a billion suns,mudhoney,2006,under a billion suns,mudhoney/mudhoney,2006
69614,855,184732,the lemon of pink,the books,2003,the lemon of pink,the books/the books,2003
69725,10024,281937,poor aim: love songs,the blow,2004/2007,poor aim: love songs,the blow/the blow,2007
69726,15875,366093,how the thing sings,bill orcutt,2011,how the thing sings,bill orcutt/bill orcutt,2011
69738,10590,266520,because i love it,amerie,2007,because i love it,amerie/amerie,2007
69767,3140,64868,the new folk implosion,the folk implosion,2003,the new folk implosion,the folk implosion/the folk implosion,2003
69768,21559,966445,outdoor museum of fractals / 555hz,"james holden, luke abbott",2016,outdoor museum of fractals / 555hz,camilo tirado/camilo tirado/james holden/james holden/luke abbott/luke abbott,2016
69858,20564,853570,remember my name,lil durk,2015,remember my name,lil durk/lil durk,2015
70031,2701,247076,the ugly american,mark eitzel,2003,the ugly american,mark eitzel/mark eitzel,2003
70102,12707,5689,an imaginary country,tim hecker,2009,an imaginary country,tim hecker/tim hecker,2009
70103,3394,43907,hitting the ground,gordon gano,2002,hitting the ground,gordon gano/gordon gano,2002
70116,11337,167463,the last tycoon,peter morn,2008,the last tycoon,peter morén/peter morén,2008
70170,14661,320266,in live concert at the royal albert hall,opeth,2010,in live concert at the royal albert hall,opeth/opeth,2010
70195,8427,538176,noites do norte,caetano veloso,2001,noites do norte,caetano veloso/caetano veloso,2000
70291,19655,730632,lullaby and... the ceaseless roar,robert plant,2014,lullaby and... the ceaseless roar,robert plant and the sensational space shifters/robert plant and the sensational space shifters,2014
70332,20006,754253,the endless river,pink floyd,2014,the endless river,pink floyd/pink floyd,2014
70884,12818,119226,"mama, i'm swollen",cursive,2009,"mama, i'm swollen",cursive/cursive,2009
71266,4320,280414,a future lived in past tense,juno,,a future lived in past tense,juno (8)/juno (8),2001
71351,7682,32795,dead bees on a cake,david sylvian,1999,dead bees on a cake,david sylvian/david sylvian,1999
71388,13247,13874,last night the moon came dropping its clothes in the street,jon hassell,2009,last night the moon came dropping its clothes in the street,jon hassell/jon hassell,2009
71688,9599,464477,hag: the best of merle haggard,merle haggard,2006,hag: the best of merle haggard,merle haggard/merle haggard,2006
71909,16664,715856,reverberations: tape & electronic music 1961-1970,pauline oliveros,2012,reverberations: tape & electronic music 1961-1970,pauline oliveros/pauline oliveros,2012
71916,22133,1026435,stranger to violence,psalm zero,2016,stranger to violence,psalm zero/psalm zero,2016
72065,16696,483939,into the lair of the sun god,dawnbringer,2012,into the lair of the sun god,dawnbringer/dawnbringer,2012
72205,9316,314759,all this time,heartless bastards,2006,all this time,heartless bastards/heartless bastards,2005
72278,190,5100,here comes the indian,animal collective,2003,here comes the indian,animal collective/animal collective,2003
72301,13154,125155,west ryder pauper lunatic asylum,kasabian,2009,west ryder pauper lunatic asylum,kasabian/kasabian,2009
72428,6152,143227,things are strange,panthers,2004,things are strange,panthers/panthers,2004
72466,3759,52682,uh huh her,pj harvey,2004,uh huh her,pj harvey/pj harvey,2004
72478,16598,429764,the electronic anthology project of dinosaur jr.,the electronic anthology project,2012,the electronic anthology project of dinosaur jr.,electronic anthology project/electronic anthology project,2012
72528,16283,411281,"angels of darkness, demons of light ii",earth,2012,"angels of darkness, demons of light ii",earth (2)/earth (2),2012
72669,3230,251141,spelled in bones,fruit bats,2005,spelled in bones,fruit bats/fruit bats,2005
72842,5555,161767,i am the fun blame monster,menomena,2003,i am the fun blame monster,menomena/menomena,2003
73068,19985,767964,out of time,hound,2014,out of time,hound/hound,2014
73070,18774,793758,land vs air,willie burns,2013,land vs air,willie burns/willie burns,2013
73119,9491,445282,lion devours the sun,boduf songs,2006,lion devours the sun,boduf songs/boduf songs,2006
73376,9941,70914,the bird of music,au revoir simone,2007,the bird of music,au revoir simone/au revoir simone,2007
73503,9081,607804,enemies like this,radio 4,2006,enemies like this,radio 4/radio 4,2006
73823,5951,195124,the early four track recordings,of montreal,2001,the early four track recordings,of montreal/of montreal,2000
74057,14986,289230,blurry blue mountain,giant sand,2010,blurry blue mountain,giant sand/giant sand,2010
74269,283,213765,free in the streets,a.r.e. weapons,2005,free in the streets,a.r.e. weapons/a.r.e. weapons,2005
74282,19444,717669,the old believer,the atlas moth,2014,the old believer,the atlas moth/the atlas moth,2014
74285,9373,240148,to the races,eric bachmann,2006,to the races,eric bachmann/eric bachmann,2006
74309,19402,223128,midtown 120 blues,dj sprinkles,2009/2014,midtown 120 blues,dj sprinkles/dj sprinkles,2009
74490,18249,585655,honey locust honky tonk,robert pollard,2013,honey locust honky tonk,robert pollard/robert pollard,2013
74491,6093,110686,a name writ in water,the one am radio,2004,a name writ in water,the one am radio/the one am radio,2004
74500,12291,73947,everything is borrowed,the streets,2008,everything is borrowed,the streets/the streets,2008
74529,21758,986307,a sailor's guide to earth,sturgill simpson,2016,a sailor's guide to earth,sturgill simpson/sturgill simpson,2016
74577,18202,590795,watching movies with the sound off,mac miller,2013,watching movies with the sound off,mac miller/mac miller,2013
74633,13992,241831,the brutalist bricks,ted leo and the pharmacists,2010,the brutalist bricks,ted leo / pharmacists/ted leo / pharmacists,2010
74668,10626,160980,good bad not evil,black lips,2007,good bad not evil,the black lips/the black lips,2007
74790,15276,326631,alela diane & wild divine,alela diane,2011,alela diane & wild divine,alela diane/alela diane,2011
74885,9119,286277,new joc city,yung joc,2006,new joc city,yung joc/yung joc,2006
74892,15407,343069,the double cross,sloan,2011,the double cross,sloan (2)/sloan (2),2011
74956,9784,157513,atlantis: hymns for disco,k-os,2006,atlantis: hymns for disco,k-os/k-os,2006
75178,14068,235591,under great white northern lights,the white stripes,2010,under great white northern lights,the white stripes/the white stripes,2010
75189,20569,836658,the l-shaped man,ceremony,2015,the l-shaped man,ceremony (4)/ceremony (4),2015
75380,22377,1071236,everything feels better now,from indian lakes,2016,everything feels better now,from indian lakes/from indian lakes,2016
75456,10206,53576,god save the clientele,the clientele,2007,god save the clientele,the clientele/the clientele,2007
75485,3099,598139,welcoming home the astronauts,flickerstick,2001,welcoming home the astronauts,flickerstick/flickerstick,2000
75799,10777,464736,lady day: the master takes and singles,billie holiday,2007,lady day: the master takes and singles,billie holiday/billie holiday,2007
76001,8085,22475,out from out where,amon tobin,2002,out from out where,amon tobin/amon tobin,2002
76067,11286,1088538,savage life 2,webbie,2008,savage life 2,webbie/webbie,2008
76688,10757,2361,cease to begin,band of horses,2007,cease to begin,band of horses/band of horses,2007
76690,20907,860462,"woodstock sessions, vol. 4",team sleep,2015,"woodstock sessions, vol. 4",team sleep/team sleep,2015
76921,12376,15216,just a souvenir,squarepusher,2008,just a souvenir,squarepusher/squarepusher,2008
76955,19293,684173,prins thomas iii,prins thomas,2014,prins thomas iii,prins thomas/prins thomas,2014
77062,3325,76049,a wolf in sheep's clothing,josephine foster,2006,a wolf in sheep's clothing,josephine foster/josephine foster,2006
77597,22534,1097531,shadow boat ep,porter ricks,2016,shadow boat ep,porter ricks/porter ricks,2016
77703,14239,252038,subject to shift,solvent,2010,subject to shift,solvent/solvent,2010
77713,22553,1078924,let it be you,"joan as police woman, benjamin lazar davis",2016,let it be you,benjamin lazar davis/benjamin lazar davis/joan as police woman/joan as police woman,2016
77995,11711,1091237,an anthology of noise & electronic music / third a-chronology 1952-2004,various artists,2004,an anthology of noise & electronic music / third a-chronology 1952-2004,various/various,2004
78029,5807,184711,(it (is) it) critical band,90 day men,,(it (is) it) critical band,90 day men/90 day men,2000
78254,12139,457058,"in the 7th moon, the chief turned into a swimming fish and ate the head of his enemy by magic",kasai allstars,2008,"in the 7th moon, the chief turned into a swimming fish and ate the head of his enemy by magic",kasai allstars/kasai allstars,2008
78481,15808,369085,a creature i don't know,laura marling,2011,a creature i don't know,laura marling/laura marling,2011
78594,12848,220656,broken record prayers,comet gain,2009,broken record prayers,comet gain/comet gain,2008
78994,17616,567500,waiting for something to happen,veronica falls,2013,waiting for something to happen,veronica falls/veronica falls,2013
79154,20542,1072810,pc music volume 1,various artists,2015,pc music volume 1,various/various,2015
79155,6353,14528,dreams top rock,pluramon,2003,dreams top rock,pluramon/pluramon,2003
79156,9429,142204,knives don't have your back,emily haines & the soft skeleton,2006,knives don't have your back,emily haines & the soft skeleton/emily haines & the soft skeleton,2006
79168,100,32654,one day i'll be on time,the album leaf,2001,one day i'll be on time,the album leaf/the album leaf,2001
79170,20550,851508,noise tape self,strategy,2015,noise tape self,strategy (3)/strategy (3),2015
79540,11874,271370,blues and boogie shoes,keene brothers,2006,blues and boogie shoes,keene brothers/keene brothers,2006
79703,527,81306,have you fed the fish?,badly drawn boy,2002,have you fed the fish?,badly drawn boy/badly drawn boy,2002
79778,2022,69386,pop ambient 2006,various artists,2005,pop ambient 2006,various/various,2005
79826,5866,52419,in my mind all the time,numbers,2004,in my mind all the time,numbers/numbers,2004
79857,11062,145600,eccentric soul: the outskirts of deep city,various artists,2007,eccentric soul: the outskirts of deep city,various/various,2007
80025,13734,277000,dead zone boys,jookabox,2009,dead zone boys,grampall jookabox/grampall jookabox,2009
80122,21549,1100532,3001: a laced odyssey,flatbush zombies,2016,3001: a laced odyssey,flatbush zombies/flatbush zombies,2016
80381,14064,207468,and in the endless pause there came the sound of bees,jhann jhannsson,2009,and in the endless pause there came the sound of bees,jóhann jóhannsson/jóhann jóhannsson,2009
80497,14304,270311,be yourself: a tribute to graham nash's songs for beginners,various artists,2010,be yourself: a tribute to graham nash's songs for beginners,various/various,2010
80905,13245,245305,wait for me,moby,2009,wait for me,moby/moby,2009
81204,9748,195495,starless & bible black,starless & bible black,2006,starless & bible black,starless & bible black/starless & bible black,2006
81379,22701,1114435,traditional music of notional species vol. ii,rashad becker,2016,traditional music of notional species vol. ii,rashad becker/rashad becker,2016
81469,19217,807930,here be monsters,jon langford,2014,here be monsters,jon langford (2)/jon langford (2)/skull orchard/skull orchard,2014
81496,6562,58832,volume one: unindian songs,pedestrian,2005,volume one: unindian songs,the pedestrian/the pedestrian,2005
81671,16175,392503,journey of the deep sea dweller i,drexciya,2011,journey of the deep sea dweller i,drexciya/drexciya,2011
81707,1585,645109,reset the preset,console,2003,reset the preset,console/console,2002
81992,15905,374913,tkol rmx 1234567,radiohead,2011,tkol rmx 1234567,radiohead/radiohead,2011
82005,9644,14883,songs for christmas,sufjan stevens,2006,songs for christmas,sufjan stevens/sufjan stevens,2006
82052,14608,323701,machines hate me,mr. dibiase,2010,machines hate me,dibiase/dibiase,2010
82053,18373,604037,back on the planet,ras g,2013,back on the planet,ras g/ras g,2013
82230,4326,87393,i break chairs,damien jurado,2002,i break chairs,damien jurado/damien jurado/gathered in song/gathered in song,2002
82276,19921,761161,j us t,faust,2014,j us t,faust (7)/faust (7),2014
82387,11908,46142,rumble in the jungle,various artists,2007,rumble in the jungle,various/various,2007
82584,184,68663,i get wet,andrew w.k.,2002,i get wet,andrew w.k.,2001
82585,16836,68663,i get wet,andrew w.k.,2002/2012,i get wet,andrew w.k.,2001
82804,19094,664824,lost in the dream,the war on drugs,2014,lost in the dream,the war on drugs,2014
82917,17847,541362,shaking the habitual,the knife,2013,shaking the habitual,the knife,2013
83356,12393,40482,twilight of the thunder god,amon amarth,2008,twilight of the thunder god,amon amarth,2008
83575,17766,527914,chelsea light moving,chelsea light moving,2013,chelsea light moving,chelsea light moving,2013
83791,9966,56324,the third hand,rjd2,2007,the third hand,rjd2,2007
83792,14371,321726,earth vs. the pipettes,the pipettes,2010,earth vs. the pipettes,the pipettes,2010
83793,21523,959760,need your light,ra ra riot,2016,need your light,ra ra riot,2016
83912,4744,171974,two way monologue,sondre lerche,2004,two way monologue,sondre lerche,2005
84425,5502,9363,yesterday was dramatic - today is ok,mm,2001,yesterday was dramatic - today is ok,múm,2001
84428,14296,984176,we are born,sia,2010,we are born,sia,2010
84496,8625,155308,as is now,paul weller,2005,as is now,paul weller,2006
84574,10659,148990,a love of shared disasters,crippled black phoenix,2007,a love of shared disasters,crippled black phoenix,2007
84576,15033,307195,kiss each other clean,iron & wine,2011,kiss each other clean,iron and wine,2011
84577,12229,388054,house with no home,horse feathers,2008,house with no home,horse feathers,2008
84719,11373,63134,you cross my path,the charlatans uk,2008,you cross my path,the charlatans,2008
84733,21216,965423,the incredible true story,logic,2015,the incredible true story,logic (27),2015
84738,14219,243582,wake up the nation,paul weller,2010,wake up the nation,paul weller,2010
85626,22132,39713,things fall apart,the roots,1999,things fall apart,the roots,1999
86016,21047,889066,savage hills ballroom,youth lagoon,2015,savage hills ballroom,youth lagoon/youth lagoon,2015
86087,5471,186840,the sand and the stars,movietone,2003,the sand and the stars,movietone/movietone,2003
86239,9179,27807,american v: a hundred highways,johnny cash,2006,american v: a hundred highways,johnny cash/johnny cash,2006
86326,2685,191115,back to me,kathleen edwards,2005,back to me,kathleen edwards/kathleen edwards,2005
86327,9860,205891,the ruby suns,the ruby suns,2006,the ruby suns,the ruby suns/the ruby suns,2006
86418,14386,754702,how i got over,the roots,2010,how i got over,the roots/the roots,2009
86709,6923,110606,home for orphans,reigning sound,2005,home for orphans,reigning sound/reigning sound,2005
87219,7676,521280,entertainment is over if you want it,the swords project,2003,entertainment is over if you want it,the swords project/the swords project,2002
87263,1501,263295,the ghost of fashion,clem snide,2001,the ghost of fashion,clem snide/clem snide,2001
87268,16120,393116,bestival live 2011,the cure,2011,bestival live 2011,the cure/the cure,2011
87377,16570,431221,master of my make-believe,santigold,2012,master of my make-believe,santigold/santigold,2012
87560,17276,489625,just to feel anything,emeralds,2012,just to feel anything,emeralds (2)/emeralds (2),2012
87882,18525,599631,the ghost list,girls against boys,2013,the ghost list,girls against boys/girls against boys,2013
88232,16708,452229,ruler of the night,magic trick,2012,ruler of the night,magic trick (2)/magic trick (2),2012
88238,9081,125756,enemies like this,radio 4,2006,enemies like this,radio 4/radio 4,2006
88279,4799,50260,everything wrong is imaginary,lilys,2006,everything wrong is imaginary,lilys/lilys,2006
88580,12894,186866,how to get to heaven from scotland,aidan moffat & the best-ofs,2009,how to get to heaven from scotland,aidan moffat/aidan moffat/the best-ofs/the best-ofs,2009
88583,4550,87198,the beautiful struggle,talib kweli,2004,the beautiful struggle,talib kweli/talib kweli,2004
88622,2847,249675,the calendar of unlucky days,euphone,,the calendar of unlucky days,euphone/euphone,1999
88863,16236,885960,i love you,jason urick,2012,i love you,jason urick/jason urick,2012
89004,16991,469143,come of age,the vaccines,2012,come of age,the vaccines/the vaccines,2012
89125,8503,319396,find your home,vue,2001,find your home,vue/vue,2001
89205,10898,189420,read & burn 03,wire,2007,read & burn 03,wire/wire,2007
89238,22331,1080480,becoming the beach boys: the complete hite & dorinda morgan sessions,the beach boys,2016,becoming the beach boys: the complete hite & dorinda morgan sessions,the beach boys/the beach boys,2016
89250,16945,481374,feed me diamonds,mndr,2012,feed me diamonds,mndr/mndr,2012
89345,10672,96396,pieces of peace,pieces of peace,2007,pieces of peace,pieces of peace/pieces of peace,2007
89362,2992,10255,the view from this tower,faraquet,,the view from this tower,faraquet/faraquet,2000
89366,10554,43393,the last holy writer,trembling blue stars,2007,the last holy writer,trembling blue stars/trembling blue stars,2007
89544,19810,733711,black moon spell,king tuff,2014,black moon spell,king tuff/king tuff,2014
89684,993,81032,live a l'olympia,jeff buckley,2001,live a l'olympia,jeff buckley/jeff buckley,2001
89789,18170,582308,four (acts of love),mick harvey,2013,four (acts of love),mick harvey/mick harvey,2013
89851,5437,4586,you are the quarry,morrissey,2004,you are the quarry,morrissey/morrissey,2004
89923,5326,118534,menos el oso,minus the bear,2005,menos el oso,minus the bear/minus the bear,2005
89939,12321,204132,summer salt & subway sun,eyeless in gaza,2008,summer salt & subway sun,eyeless in gaza/eyeless in gaza,2006
90002,21310,947439,the waiting room,tindersticks,2015,the waiting room,tindersticks/tindersticks,2016
90158,19603,708899,world peace is none of your business,morrissey,2014,world peace is none of your business,morrissey/morrissey,2014
90164,20707,844697,the wild animals in my life,flesh world,2015,the wild animals in my life,flesh world (2)/flesh world (2),2015
90186,5268,54868,"it was hot, we stayed in the water",the microphones,2000,"it was hot, we stayed in the water",the microphones/the microphones,2000
90244,18121,566441,half of where you live,gold panda,2013,half of where you live,gold panda/gold panda,2013
90402,10830,43499,oblivion with bells,underworld,2007,oblivion with bells,underworld/underworld,2007
90403,7843,130964,she wants revenge,she wants revenge,2006,she wants revenge,she wants revenge/she wants revenge,2006
90487,4572,332882,the garbageman and the prostitute,kill me tomorrow,2004,the garbageman and the prostitute,kill me tomorrow/kill me tomorrow,2004
90575,5153,1899,the rose has teeth in the mouth of a beast,matmos,2006,the rose has teeth in the mouth of a beast,matmos/matmos,2006
90656,12476,647461,burnt out landscapes,the manhattan love suicides,2008,burnt out landscapes,the manhattan love suicides/the manhattan love suicides,2008
90681,9683,52317,stop the clocks,oasis,2006,stop the clocks,oasis (2)/oasis (2),2006
90684,5059,78014,face the truth,stephen malkmus and the jicks,2005,face the truth,stephen malkmus/stephen malkmus,2005
90685,1811,113248,clap your hands say yeah,clap your hands say yeah,2005,clap your hands say yeah,clap your hands say yeah/clap your hands say yeah,2005
90686,13155,124332,crossing the rubicon,the sounds,2009,crossing the rubicon,the sounds/the sounds,2009
90689,8689,143984,live @ the fillmore,lucinda williams,2005,live @ the fillmore,lucinda williams/lucinda williams,2005
90691,8038,147736,let's bottle bohemia,the thrills,2004,let's bottle bohemia,the thrills/the thrills,2004
90908,15021,600971,in the cool of the day,daniel martin moore,2011,in the cool of the day,daniel martin moore/daniel martin moore,2011
91073,14867,699260,the weight's on the wheels,the russian futurists,2010,the weight's on the wheels,the russian futurists/the russian futurists,2010
